语音通话整体满意度,网络覆盖与信号强度,语音通话清晰度,语音通话稳定性,是否遇到过网络问题,居民小区,办公室,高校,商业街,地铁,农村,高铁,其他，请注明,手机没有信号,有信号无法拨通,通话过程中突然中断,通话中有杂音、听不清、断断续续,串线,通话过程中一方听不见,其他，请注明.1,脱网次数,mos质差次数,未接通掉话次数,是否投诉,4\5G用户,是否关怀用户,套外流量（MB）,是否4G网络客户（本地剔除物联网）,套外流量费（元）,外省语音占比,语音通话-时长（分钟）,省际漫游-时长（分钟）,终端品牌,当月ARPU,当月MOU,前3月ARPU,前3月MOU,外省流量占比,GPRS总流量（KB）,GPRS-国内漫游-流量（KB）,是否5G网络客户,客户星级标识,场所合计,出现问题合计,脱网次数、mos质差次数、未接通掉话次数合计
9,8,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,123,0,22,88,123,0,268,0,7996933,0,1,4,0,0,0
6,6,7,4,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,496,0,11,120,496,0,498,0,7473,0,0,5,1,3,0
9,7,7,5,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,213,0,22,149,213,0,300,0,24651964,0,0,5,2,2,1
8,8,8,7,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,22,1,0,1,0,0,1,0,0,1998,0,22,106,1998,0,1715,0,8681783,0,0,4,2,2,23
7,6,7,6,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,13,10,0,2,0,0,1,0,0,1583,0,22,88,1583,0,1077,0,19279635,0,1,4,2,1,23
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,158,0,14,108.45,158,0,291,0,4463851,0,1,4,0,0,1
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,1,0,0,171,0,14,50.71,171,0,152,0,3962130,0,0,4,0,0,4
9,9,9,9,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,10,0,0,2,0,0,1,0,0,306,0,22,70,306,0,438,0,37389648,0,1,4,3,2,10
8,7,8,8,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,8,2,0,0,1,0,0,1,0,0,229,0,22,90.3,229,0,231,0,12227285,0,0,5,3,2,10
8,7,6,7,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,2,0,0,1,0,0,230,0,14,78,230,0,1466,0,11999010,0,1,4,1,3,0
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,95,0,11,25,95,0,119,0,2260555,0,0,4,0,0,0
9,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,2,0,0,1,0,0,191,0,22,69,191,0,172,0,48761822,0,1,4,0,0,5
9,9,9,9,1,1,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,2,0,0,1,0,0,1132,0,11,240,1132,0,558,0,4376929,0,1,6,3,3,1
4,3,4,4,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,6,4,2,0,2,0,0,1,0,0,877,0,22,147,877,0,487,0,54546405,0,1,5,1,2,12
9,9,9,9,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,9,0,0,1,0,0,1,0,0,389,0,22,115,389,0,301,0,22999926,0,0,5,3,2,9
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,521,0,11,40,521,0,572,0,3625054,0,1,4,0,0,0
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,492,0,22,66.1,492,0,559,0,13706988,0,0,4,0,0,3
8,8,8,7,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,706,0,11,140,706,0,853,0,39353860,0,1,5,4,3,1
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,1,0,0,518,0,11,59,518,0,484,0,4271971,0,0,4,0,0,3
9,9,9,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,247,0,11,80.94,247,0,370,0,3058591,0,1,4,1,1,0
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,346,0,11,172,346,0,560,0,34337211,0,1,6,0,0,1
8,8,8,7,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,6,1,0,2,0,0,1,0,0,1273,0,22,156.4,1273,0,727,0,10470758,0,1,5,2,2,7
8,8,8,9,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,2,0,0,1,0,0,1,0,0,155,0,11,9,155,0,290,0,60502,0,0,4,2,2,2
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,0,0,1,0,0,1,0,0,352,0,22,71,352,0,372,0,18608750,0,0,4,0,0,19
9,7,8,7,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,200,0,11,108.6,200,0,271,0,24196903,0,1,5,1,1,0
8,6,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,1,0,0,217,0,22,115,217,0,180,0,44346900,0,1,5,0,0,4
4,3,4,3,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,1,2,0,0,1,0,0,2916,0,22,230,2916,0,2528,0,15858838,0,1,6,2,6,0
9,9,9,9,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,4,0,2,0,0,1,0,0,2435,0,11,198,2435,0,1759,0,19719662,0,1,5,2,2,4
9,9,9,9,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,14,6,1,0,1,0,0,1,0,0,523,0,11,69.45,523,0,589,0,21347621,0,0,4,3,1,21
9,8,8,9,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,14,2,0,0,2,0,0,1,0,0,84,0,11,21,84,0,157,0,37634118,0,1,2,1,1,16
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,580,0,11,56.3,580,0,721,0,6726518,0,0,4,0,0,0
5,5,5,5,1,1,1,0,0,0,1,0,0,1,0,1,1,0,1,0,14,3,1,0,1,0,0,1,0,0,414,0,11,320,414,100,407,0,9610801,0,0,5,3,4,18
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,108,0,18,100,108,0,119,0,6893241,0,1,5,0,0,0
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,5,0,2,0,0,1,0,0,785,0,11,83,785,0,884,0,16406624,0,1,4,0,0,21
7,6,6,6,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,14,10,0,0,2,0,0,1,0,0,314,0,11,93,314,0,405,0,14746561,0,1,4,2,2,24
8,8,8,8,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5,0,0,2,0,0,1,0,0,1116,0,11,127.95,1116,0,822,0,11637933,0,1,4,2,2,5
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,197,0,11,50,197,0,355,0,7334437,0,0,4,0,0,3
4,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,375,0,11,20,375,0,174,0,550746,0,0,4,0,0,0
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,1,0.58,0,170,0,22,11.73,170,0,195,0,1298275,0,0,4,0,0,5
8,8,8,9,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,182,0,22,85.1,182,0,870,0,35880550,0,1,0,2,2,0
9,7,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,268,0,22,69,268,0,529,0,503099,0,0,4,0,0,1
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,0,1,30,0,149,0,11,58.25,149,0,144,0,11203463,0,0,4,0,0,6
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,351,0,11,96.1,351,0,371,0,12713398,0,1,4,0,0,1
9,9,8,8,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,416,0,22,70,416,0,517,0,20709360,0,0,4,2,2,2
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,1,1,112.6,1,3.24,0,161,0,11,45.24,161,0,328,0,59049394,0,0,3,0,0,7
8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,0,0,1,0,0,1,0,0,570,0,11,65,570,0,526,0,11277252,0,0,4,0,0,18
9,9,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,561,0,18,68.1,561,0,522,0,3195262,0,0,4,0,0,0
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,208,0,11,59,208,0,365,0,7183854,0,1,4,0,0,0
8,8,8,8,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,2,3,0,2,0,0,1,0,0,818,0,11,320,818,0,659,0,38848884,0,1,7,1,3,5
9,9,7,9,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,5,0,0,1,0,0,1,0,0,66,0,11,19.2,66,0,118,0,8771576,0,0,4,1,3,5
8,7,8,7,1,1,1,0,0,1,0,1,0,0,1,1,1,0,1,0,14,10,1,0,1,0,0,1,0,0,776,0,22,123,776,0,1020,0,16649629,0,0,6,4,4,25
9,9,9,8,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,127,0,18,20,127,0,78,0,7050319,0,0,4,1,1,0
7,8,8,7,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,14,2,0,0,1,0,0,1,0,0,337,0,11,68.3,337,0,479,0,13321381,0,0,4,2,2,16
9,9,9,9,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,6,2,0,2,0,0,1,6.11,0,535,0,11,78,535,0,278,0,158613568,0,1,0,2,1,8
5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,1,1,0,0,1,0,0,568,0,22,125,568,0,636,0,34260026,0,0,5,0,0,16
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,214,0,11,38.47,214,0,220,0,20691943,0,1,4,0,0,0
9,8,8,8,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,1,0,0,405,0,11,55,405,0,291,0,11694555,0,1,4,1,1,0
7,5,7,7,1,1,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,6,2,0,1,0,0,1,5,0,267,0,17,97.9,267,0,390,0,21442867,0,0,4,3,4,8
8,8,8,8,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,150,0,11,70,150,0,274,0,33196048,0,0,4,1,1,0
8,8,8,8,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,26,0,0,2,0,0,1,0,0,766,0,22,108,766,9,963,0,7827150,0,1,5,3,2,26
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,622,0,22,85,622,0,495,0,14667955,0,0,4,0,0,3
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,91,0,22,68,91,0,188,0,803630,0,0,4,0,0,0
9,9,9,9,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,299,0,11,70,299,0,145,0,32063209,0,1,4,1,1,1
8,8,9,8,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,14,10,0,0,1,0,0,1,0,0,1251,0,11,146.22,1251,0,2086,0,7862546,0,0,5,3,2,24
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,431,0,11,133,431,0,510,0,31487360,0,1,5,0,0,0
8,8,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,651,0,11,308,651,0,820,0,18394135,0,1,7,0,0,0
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,2,0,0,1,0,0,219,0,11,118,219,0,68,0,12123650,0,1,5,0,0,14
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,490,0,11,49,490,0,1166,0,23462420,0,0,4,0,0,0
9,9,9,9,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,91,0,11,39,91,0,168,0,14474180,0,0,4,1,2,1
8,8,9,8,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1010,0,22,65,1010,0,867,0,5410947,0,0,4,1,1,1
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,194,0,14,20.4,194,0,266,0,12020726,0,1,4,0,0,1
9,9,9,9,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,14,13,5,0,1,0,0,1,0,0,548,0,22,78,548,0,812,0,12282297,0,0,7,1,1,32
8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,1,0,1,0,0,1,0,0,305,0,11,27.88,305,0,108,0,25955019,0,0,4,0,0,20
9,9,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,1,0,0,1,0,0,1329,0,11,104.41,1329,0,1195,0,29308323,0,0,5,0,0,7
9,9,9,9,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,14,7,3,0,2,0,0,1,0,0,323,0,22,9,323,0,227,0,7304107,0,1,3,2,3,24
8,8,9,9,1,1,1,0,1,1,0,0,0,1,1,1,1,0,1,0,14,10,0,0,1,0,0,1,0,0,189,0,22,26,189,0,456,0,6619083,0,0,4,4,5,24
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,2,0,2,0,1351.42,1,21,0,704,0,11,274,704,0,615,0,135886535,0,1,5,0,0,14
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,1,0,0,1,0,0,111,0,17,45,111,0,374,0,11056991,0,0,4,0,0,8
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,1,0,0,1,184.64,0,852,0,8,409.58,852,0,1335,0,19081434,0,0,7,0,0,8
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,109,0,11,6.2,109,0,183,0,9657354,0,1,4,0,0,0
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,161,0,11,119.9,161,0,177,0.00E+00,2370306,0,1,5,0,0,0
5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,2,0,0,1,0,0,1296,0,22,116,1296,0,2383,0.00E+00,17839734,0,1,5,0,0,14
9,9,9,8,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,189,0,18,8,189,0,167,0.00E+00,1464684,0,0,4,1,3,0
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,155,0,22,58,155,0,221,0.00E+00,3225609,0,0,4,0,0,0
0,0,0,0,1,1,1,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,176,0,11,25,176,0,320,2.15E-07,41867950,9,1,2,5,3,0
8,8,8,8,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,14,13,2,0,2,1,0,1,0,0,783,0,22,66,783,0,679,0.00E+00,22351496,0,1,4,2,2,29
8,8,8,7,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,543,0,22,40.75,543,0,344,0.00E+00,19310410,0,0,4,2,1,1
8,9,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,123,0,17,245,123,0,87,0.00E+00,46800212,0,0,7,0,0,0
9,9,9,9,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,151,0,11,38,151,0,244,0.00E+00,421895,0,0,3,2,1,0
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,81,0,11,39,81,0,90,0.00E+00,15037450,0,1,4,0,0,0
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,25,0,0,1,1,0,1,0,0,4243,0,22,21,4243,0,2007,0.00E+00,51314494,0,0,3,0,0,39
9,8,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,193,0,22,53.2,193,0,209,0.00E+00,43456747,0,0,4,0,0,0
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,264,0,11,60,264,0,171,0.00E+00,3656885,0,0,4,0,0,2
7,7,7,6,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,24,3,0,1,0,0,1,0,0,2029,0,11,130,2029,0,2056,0.00E+00,36407926,0,0,5,1,4,27
8,6,7,8,1,1,1,0,1,1,0,0,0,1,0,1,1,0,0,0,14,9,8,0,1,0,0,1,0,0,1568,0,22,90,1568,0,2332,0.00E+00,39296124,0,0,5,4,3,31
9,8,8,8,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,829,0,11,64.29,829,0,528,0.00E+00,14628735,0,1,5,1,1,0
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,669,0,22,0,669,0,711,0.00E+00,232294,0,0,3,0,0,0
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,448,0,11,65,448,0,453,0.00E+00,14218613,0,0,4,0,0,0
0,2,0,0,1,1,0,0,1,1,1,1,0,1,0,1,0,0,1,0,42,8,1,1,1,0,0,1,0,0,659,0,22,58,659,0,680,0.00E+00,4880197,0,0,4,5,3,51
7,2,8,5,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,0,0,11,0,0,1,0,0,1,0,0,242,0,22,55.95,242,0,331,0.00E+00,39539785,0,0,4,6,4,11
1,0,0,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,6,13,0,0,1,0,0,1,0,0,1481,0,18,170,1481,0,384,0,41297356,0,0,5,5,6,19
4,4,4,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,3,0,2,0,0,1,0,0,812,0,22,100,812,0,1432,0,38349626,0,1,5,1,1,7
8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2,0,0,1,0,0,316,0,22,51.9,316,0,370,0,13497269,0,1,4,0,0,7
9,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,436,0,11,38,436,0,256,0,26316818,0,0,4,0,0,2
7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,2,0,0,1,0,0,678,0,11,98.4,678,0,575,0,24876919,0,1,5,0,0,11
5,3,5,3,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,3,2,0,1,0,0,1,0,0,165,0,22,128,165,0,229,0,27433725,0,0,5,3,2,5
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,153,0,11,25,153,0,77,0,6501061,0,0,3,0,0,0
6,9,8,5,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1153,0,11,133.55,1153,0,919,0,40380427,0,1,5,2,1,0
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,0,0,2,1,0,1,0,0,603,0,14,29,603,0,1712,0,9366245,0,1,4,0,0,16
8,8,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,2,0,0,1,0,0,398,0,22,53,398,0,666,0,5068525,0,1,4,0,0,6
8,8,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,679,0,11,81,679,9,522,0,6519699,0,0,4,0,0,0
6,6,7,7,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,338,0,22,59,338,0,384,0,3997689,0,0,4,2,3,0
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,141,0,22,79,141,0,213,0,17361425,0,0,5,0,0,0
6,5,5,5,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,4,1,0,2,0,0,1,0,0,429,0,11,66.98,429,0,334,0,6174887,0,1,4,2,3,5
8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,1,0,0,678,0,11,18,678,0,448,0,4770557,0,0,4,0,0,2
7,7,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,374,0,11,70,374,0,189,0,5868537,0,1,4,0,0,0
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,1,0,0,453,0,22,160,453,0,256,0,9220573,0,0,5,0,0,5
7,6,5,5,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,60,0,158,0,11,109.3,158,0,256,0,6467847,0,0,4,1,2,0
7,5,7,7,1,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,3,1,0,1,0,0,1,0,0,496,0,22,99,496,0,370,0,4015380,0,0,5,3,3,4
8,8,7,8,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,13,3,0,0,2,0,0,1,0,0,234,0,22,128,234,0,207,0,34548671,0,1,5,1,1,16
9,8,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,0,1,0,0,1,0,0,1475,0,11,80.29,1475,0,1594,0,20019326,0,0,4,0,0,16
9,7,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,646,0,11,159,646,0,549,0,15338172,0,1,5,0,0,0
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,172,0,14,6.32,172,0,401,0,14134905,0,1,4,0,0,0
8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,2,0,0,1,0,0,1083,0,22,186,1083,0,1160,0,37322066,0,1,5,0,0,19
9,9,9,9,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,10,0,0,1,0,0,1,0,0,86,0,22,51.2,86,0,147,0,36888643,0,0,4,4,2,10
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,64,0,22,25.5,64,0,74,0,9241189,0,1,4,0,0,1
9,9,9,9,1,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,2,0,0,1,0,0,654,0,14,120,654,0,433,0,16297861,0,1,5,2,4,1
9,9,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,145,0,11,60,145,0,112,0,8324218,0,1,4,0,0,0
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,2,0,0,1,0,0,2888,0,22,262.3,2888,0,2597,0,3894933,0,1,7,0,0,8
6,3,2,6,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,2,0,0,2,0,0,1,0,0,930,0,11,84.93,930,0,658,0,30240267,0,1,4,3,2,2
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,2,0,0,1,0,0,872,0,11,173,872,0,839,0,49774406,0,1,6,0,0,4
4,4,4,4,1,1,1,0,0,0,1,0,0,1,1,0,1,0,1,0,20,1,0,0,1,0,612.57,1,18,0,348,0,22,115.42,348,0,299,0,24793087,0,0,3,3,4,21
9,9,9,9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,1,0,0,1,0,0,237,0,18,38,237,0,162,0,15928957,0,0,4,1,1,3
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,0,0,1,0,0,487,0,22,73.45,487,0,287,0,5810932,0,0,4,0,0,5
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,16,0,1,0,0,1,0,0,828,0,11,64,828,0,218,0,22155254,0,0,3,0,0,26
9,7,9,7,1,0,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,2,0,0,1,0,0,226,0,22,34,226,0,354,0,3805760,0,1,4,3,3,0
8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,6,0,2,0,0,1,0,0,489,0,22,150,489,0,439,0,32274184,0,1,5,0,0,31
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,1083,0,11,61,1083,0,942,0,16416732,0,1,5,0,0,1
8,6,8,7,1,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,134,0,22,18,134,0,122,0,85558,0,0,4,3,3,0
4,5,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,84,0,22,92,84,0,130,0,20411004,0,0,4,0,0,0
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,281,0,11,30.6,281,0,91,0,9345886,0,0,4,0,0,3
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,2,0,0,1,0,0,263,0,14,60,263,0,232,0,42743442,0,1,4,0,0,8
9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,223,0,11,38,223,0,296,0,68333,0,0,4,0,0,3
7,6,9,7,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,2,1,0,2,0,0,1,0,0,936,0,22,210,936,0,1526,0,32036582,0,1,6,3,4,3
9,9,9,9,1,1,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,2,2,0,1,0,0,1,0,0,342,0,22,68.57,342,0,213,0,26265223,0,0,4,3,4,4
